host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
174173340,Salamanca,Fuente del Berro,40.43023,-3.66304,Private room,70,1,8,0.43,1,174
50262565,Centro,Justicia,40.42713,-3.69774,Private room,45,1,129,6.75,10,73
43588453,Usera,San Fermín,40.37723,-3.69303,Private room,10,1,2,0.11,1,0
14670186,Salamanca,Lista,40.43442,-3.67562,Private room,30,2,13,0.74,1,334
76119655,Chamartín,Castilla,40.47774,-3.68555,Entire home/apt,85,4,69,3.68,2,330
2853900,Chamberí,Gaztambide,40.4347,-3.71501,Private room,35,2,20,1.07,2,16
35087039,Centro,Justicia,40.42826,-3.69964,Entire home/apt,100,3,33,1.85,1,0
9260327,Salamanca,Guindalera,40.43538,-3.67466,Entire home/apt,75,7,0,0.0,1,0
10057452,Centro,Universidad,40.42475,-3.70333,Entire home/apt,120,3,75,4.05,4,81
14706285,Centro,Palacio,40.41148,-3.70907,Entire home/apt,87,1,104,5.59,3,62
28038703,Salamanca,Recoletos,40.42497,-3.68624,Entire home/apt,220,3,8,0.47,108,313
174760234,Centro,Justicia,40.42096,-3.69941,Entire home/apt,50,1,133,7.24,1,76
148402585,Arganzuela,Palos de Moguer,40.40108,-3.69633,Entire home/apt,55,1,199,10.57,1,108
13637219,Centro,Embajadores,40.41087,-3.70604,Private room,50,4,35,1.86,1,44
174860537,Centro,Universidad,40.42604,-3.70287,Entire home/apt,72,1,17,0.93,1,21
1647109,Centro,Palacio,40.41249,-3.71552,Entire home/apt,75,3,25,1.38,9,292
99018982,Centro,Embajadores,40.4095,-3.70951,Entire home/apt,56,1,4,0.6,110,285
92677116,Salamanca,Fuente del Berro,40.43023,-3.66333,Private room,28,2,32,1.69,1,17
8321213,Centro,Cortes,40.41239,-3.69623,Entire home/apt,75,1,126,6.73,13,135
99018982,Centro,Sol,40.41683,-3.70768,Entire home/apt,110,1,0,0.0,110,280
139417722,Fuencarral - El Pardo,Mirasierra,40.49145,-3.72382,Private room,32,3,6,0.34,4,57
139805316,Hortaleza,Pinar del Rey,40.4676,-3.65529,Private room,14,2,25,1.36,1,261
149420794,Centro,Universidad,40.42261,-3.7035,Entire home/apt,75,2,63,3.33,1,153
21977125,Centro,Embajadores,40.41244,-3.70645,Entire home/apt,90,1,43,2.28,1,77
175030232,Salamanca,Guindalera,40.43609,-3.67141,Entire home/apt,100,2,11,0.61,1,231
28038703,Salamanca,Lista,40.42877,-3.67434,Entire home/apt,140,3,5,0.28,108,350
28038703,Chamberí,Trafalgar,40.42961,-3.69784,Entire home/apt,110,3,10,0.59,108,303
28038703,Salamanca,Goya,40.42345,-3.67855,Entire home/apt,200,5,4,0.23,108,316
28786243,Centro,Embajadores,40.41102,-3.70583,Entire home/apt,78,1,40,2.2,58,91
28038703,Salamanca,Goya,40.42198,-3.67831,Entire home/apt,200,3,3,0.18,108,325
28038703,Salamanca,Recoletos,40.42612,-3.68115,Entire home/apt,220,3,11,0.64,108,279
28038703,Centro,Universidad,40.42632,-3.71094,Entire home/apt,125,3,5,0.65,108,198
91884004,Arganzuela,Palos de Moguer,40.40384,-3.70131,Private room,20,59,1,0.06,1,0
33049567,Centro,Palacio,40.42082,-3.7129,Entire home/apt,120,5,6,0.34,7,108
32751776,Centro,Embajadores,40.40792,-3.70092,Entire home/apt,50,2,2,0.81,1,0
161009397,San Blas - Canillejas,Rejas,40.44501,-3.5852,Entire home/apt,48,1,77,4.09,1,61
16657078,Hortaleza,Piovera,40.45548,-3.62095,Entire home/apt,175,2,20,1.13,2,146
72487859,Latina,Puerta del Angel,40.40741,-3.74116,Entire home/apt,90,2,130,6.91,3,126
9392971,Salamanca,Goya,40.42656,-3.67948,Entire home/apt,77,7,5,0.29,3,265
129143574,Salamanca,Goya,40.42178,-3.67691,Private room,45,1,10,0.53,1,89
57725671,Centro,Universidad,40.42573,-3.70634,Private room,44,2,9,0.59,1,0
101405995,Puente de Vallecas,Palomeras Bajas,40.39351,-3.66132,Private room,35,1,50,2.69,1,82
1134128,Hortaleza,Canillas,40.46462,-3.62836,Entire home/apt,65,15,22,1.17,1,77
5607816,Carabanchel,Vista Alegre,40.38257,-3.7497,Private room,30,1,0,0.0,1,0
46933997,Retiro,Pacífico,40.40562,-3.68201,Private room,159,1,0,0.0,1,364
175337429,Centro,Embajadores,40.40818,-3.70506,Entire home/apt,65,1,29,1.56,1,41
84867954,Salamanca,Guindalera,40.4346,-3.6705,Private room,38,5,0,0.0,1,79
109948084,Chamartín,Castilla,40.46902,-3.68397,Entire home/apt,69,1,65,3.49,5,76
56567437,Latina,Aguilas,40.38201,-3.76709,Private room,22,4,3,0.16,1,307
54310958,Centro,Palacio,40.41167,-3.71284,Entire home/apt,120,2,22,1.18,49,73
125825301,Centro,Embajadores,40.41168,-3.7024,Entire home/apt,35,2,44,2.37,1,244
174571535,Villaverde,Butarque,40.34454,-3.67764,Private room,9,1,0,0.0,1,0
83154990,Centro,Universidad,40.42105,-3.70407,Entire home/apt,60,3,82,4.56,1,86
123830121,Centro,Sol,40.41588,-3.70648,Private room,47,2,94,4.99,3,328
1927715,Villaverde,Los Angeles,40.35498,-3.69523,Entire home/apt,65,3,25,1.52,1,131
175438999,Centro,Embajadores,40.41102,-3.6998,Entire home/apt,48,2,77,4.13,1,20
72323365,Centro,Embajadores,40.40702,-3.7049,Entire home/apt,70,2,87,5.02,1,82
28038703,Chamartín,Hispanoamérica,40.45873,-3.68605,Entire home/apt,150,3,10,0.56,108,332
28038703,Salamanca,Goya,40.42478,-3.6783,Entire home/apt,90,3,8,0.55,108,303
99018982,Ciudad Lineal,Concepción,40.43406,-3.65821,Entire home/apt,54,1,3,0.33,110,0
28038703,Salamanca,Recoletos,40.42822,-3.6841,Entire home/apt,130,3,7,0.42,108,260
28038703,Salamanca,Recoletos,40.42854,-3.68428,Entire home/apt,140,4,2,0.13,108,288
28038703,Tetuán,Castillejos,40.45645,-3.69396,Entire home/apt,150,3,7,0.41,108,345
28038703,Chamartín,El Viso,40.43963,-3.68854,Entire home/apt,100,3,1,0.09,108,252
51828290,Usera,Almendrales,40.38456,-3.70405,Hotel room,42,5,20,1.15,14,45
28038703,Chamartín,El Viso,40.43831,-3.68981,Entire home/apt,100,3,9,0.53,108,336
83545660,Arganzuela,Palos de Moguer,40.4021,-3.69448,Entire home/apt,37,2,40,2.19,1,0
68915177,Salamanca,Goya,40.42784,-3.6766,Entire home/apt,65,1,34,1.96,1,0
31127756,Centro,Universidad,40.42465,-3.70929,Entire home/apt,70,3,18,0.95,6,328
156861860,Puente de Vallecas,Numancia,40.39724,-3.66391,Private room,18,3,38,2.07,1,17
99018982,Centro,Cortes,40.41141,-3.69305,Entire home/apt,58,1,5,0.34,110,335
159558182,Centro,Justicia,40.42476,-3.6958,Entire home/apt,216,1,5,0.48,44,77
60737770,Centro,Sol,40.41712,-3.70328,Private room,45,1,0,0.0,1,90
40877988,Centro,Universidad,40.42399,-3.70598,Entire home/apt,70,2,80,4.29,56,165
877571,Chamberí,Trafalgar,40.43452,-3.70214,Entire home/apt,77,2,12,0.65,5,133
28038703,Chamartín,El Viso,40.43927,-3.68933,Entire home/apt,100,3,7,0.41,108,327
28038703,Centro,Palacio,40.41995,-3.70884,Entire home/apt,220,3,6,0.35,108,354
28038703,Retiro,Ibiza,40.41786,-3.67786,Entire home/apt,240,4,6,0.42,108,299
175659536,Centro,Sol,40.41629,-3.70683,Entire home/apt,200,2,45,2.45,1,136
175665722,Centro,Justicia,40.42462,-3.69607,Entire home/apt,110,2,49,2.63,1,145
28038703,Chamberí,Trafalgar,40.43269,-3.69964,Entire home/apt,125,3,7,0.66,108,321
28038703,Retiro,Ibiza,40.42026,-3.67777,Entire home/apt,130,3,5,0.32,108,289
109209578,Arganzuela,Palos de Moguer,40.40249,-3.69013,Entire home/apt,50,2,52,2.8,1,53
17968917,Latina,Puerta del Angel,40.40884,-3.7328,Private room,25,1,26,1.46,2,246
3117754,Centro,Cortes,40.41405,-3.69799,Entire home/apt,250,2,0,0.0,3,35
20922154,Puente de Vallecas,Numancia,40.40276,-3.66225,Entire home/apt,79,2,37,2.22,1,115
129016253,Puente de Vallecas,Numancia,40.39593,-3.66216,Private room,50,1,1,0.05,1,0
11233926,Salamanca,Fuente del Berro,40.4238,-3.66143,Private room,25,1,8,0.42,20,202
175697787,Centro,Justicia,40.42027,-3.70024,Entire home/apt,80,2,53,3.0,1,80
26521943,Moncloa - Aravaca,Argüelles,40.42349,-3.71266,Entire home/apt,120,1,15,0.84,6,212
26521943,Moncloa - Aravaca,Argüelles,40.42465,-3.71272,Entire home/apt,135,1,13,0.73,6,173
158276066,Centro,Embajadores,40.40727,-3.70123,Entire home/apt,50,2,86,4.57,2,84
56371885,Centro,Sol,40.41945,-3.70534,Entire home/apt,75,1,59,3.13,3,230
24113732,Moncloa - Aravaca,Casa de Campo,40.43215,-3.73423,Entire home/apt,180,1,0,0.0,1,170
2853900,Chamberí,Gaztambide,40.43465,-3.71712,Entire home/apt,94,2,22,1.23,2,5
31733456,Retiro,Pacífico,40.40617,-3.68055,Entire home/apt,110,2,65,3.54,2,69
12345399,Chamberí,Trafalgar,40.43109,-3.69875,Entire home/apt,75,2,81,4.35,3,281
175996721,Retiro,Pacífico,40.40574,-3.67762,Entire home/apt,65,3,11,0.64,1,335
176001645,Centro,Sol,40.41762,-3.7028,Entire home/apt,56,2,47,2.53,3,43
14310119,Centro,Embajadores,40.41054,-3.7028,Private room,27,1,51,2.71,1,87
54310958,Centro,Embajadores,40.40853,-3.69832,Entire home/apt,118,2,5,0.29,49,0
176029754,Centro,Palacio,40.42051,-3.7113,Entire home/apt,116,2,57,3.06,1,143
2541550,Centro,Universidad,40.42385,-3.70994,Entire home/apt,46,1,42,3.25,10,0
149257574,Chamartín,Prosperidad,40.44513,-3.67221,Entire home/apt,80,1,2,0.11,12,53
134866040,Centro,Universidad,40.42387,-3.70711,Entire home/apt,50,2,70,3.76,5,128
2541550,Centro,Universidad,40.42527,-3.7085,Entire home/apt,59,1,23,1.28,10,0
2541550,Centro,Universidad,40.42355,-3.71031,Entire home/apt,69,1,24,1.43,10,0
173009995,Chamberí,Almagro,40.43537,-3.6971,Entire home/apt,80,4,19,1.06,1,88
2541550,Centro,Universidad,40.42456,-3.7081,Entire home/apt,77,1,16,0.94,10,0
124381557,Salamanca,Lista,40.43037,-3.67672,Entire home/apt,80,2,35,1.89,5,69
176237087,Centro,Justicia,40.4217,-3.69591,Entire home/apt,140,2,50,2.73,1,125
176234759,Tetuán,Castillejos,40.46072,-3.69315,Entire home/apt,90,2,48,2.68,1,286
160475110,Centro,Embajadores,40.41364,-3.7037,Private room,29,3,0,0.0,1,0
176268200,Centro,Universidad,40.42569,-3.7095,Entire home/apt,80,15,4,0.25,2,355
81515537,Centro,Palacio,40.41235,-3.71308,Entire home/apt,120,30,0,0.0,1,230
48603330,Centro,Justicia,40.42137,-3.69804,Entire home/apt,75,3,1,0.05,1,0
149257574,Usera,San Fermín,40.36703,-3.69064,Entire home/apt,120,1,13,0.71,12,80
176440195,Centro,Universidad,40.42512,-3.7033,Entire home/apt,95,3,0,0.0,1,0
176007081,Villa de Vallecas,Casco Histórico de Vallecas,40.371,-3.62066,Private room,15,2,0,0.0,3,0
176001645,Centro,Sol,40.41643,-3.70168,Entire home/apt,35,2,29,1.68,3,1
169027370,Salamanca,Lista,40.43025,-3.67463,Private room,18,30,3,0.18,1,81
96025379,Arganzuela,Delicias,40.39261,-3.69387,Entire home/apt,77,2,47,2.56,1,109
176519025,Centro,Palacio,40.41309,-3.71101,Entire home/apt,60,2,13,0.75,1,44
176526728,Latina,Puerta del Angel,40.4122,-3.72875,Private room,55,2,44,2.4,1,147
176554497,Ciudad Lineal,Concepción,40.43491,-3.6576,Entire home/apt,70,1,124,6.7,2,157
23774906,Centro,Embajadores,40.40973,-3.70506,Entire home/apt,68,3,25,1.36,6,30
2541550,Centro,Universidad,40.42377,-3.71023,Entire home/apt,75,1,24,1.38,10,0
2541550,Centro,Universidad,40.42371,-3.70864,Entire home/apt,69,1,1,0.18,10,0
83879701,Centro,Embajadores,40.40959,-3.70086,Entire home/apt,70,3,54,2.95,8,289
101930506,Arganzuela,Delicias,40.39363,-3.69291,Private room,25,3,26,1.59,8,270
21725728,Centro,Universidad,40.42537,-3.70613,Private room,27,2,29,1.66,2,59
157229941,Centro,Universidad,40.42538,-3.70487,Entire home/apt,80,2,9,0.52,21,304
83879701,Centro,Embajadores,40.40893,-3.70092,Entire home/apt,70,3,35,1.91,8,311
176743560,Ciudad Lineal,San Pascual,40.44137,-3.65749,Private room,23,1,34,1.84,2,17
176752562,Centro,Embajadores,40.41224,-3.70328,Entire home/apt,110,1,3,0.19,1,328
84098497,Usera,Orcasur,40.36768,-3.69669,Private room,30,1,1,0.08,1,44
99617654,Centro,Palacio,40.40965,-3.70989,Entire home/apt,135,3,31,1.74,1,309
176057051,Puente de Vallecas,San Diego,40.39331,-3.67119,Entire home/apt,75,1,51,2.75,1,226
4053105,Centro,Embajadores,40.41039,-3.69695,Entire home/apt,39,3,56,3.13,2,322
176809303,Centro,Embajadores,40.4092,-3.69733,Entire home/apt,65,1,1,0.06,1,343
99233843,Arganzuela,Acacias,40.40212,-3.70309,Private room,39,3,48,2.59,3,36
101867260,Villaverde,San Andrés,40.3495,-3.70979,Private room,18,1,6,0.42,3,216
157007729,Centro,Embajadores,40.40678,-3.70953,Entire home/apt,64,3,19,1.13,1,5
159145712,Usera,Moscardó,40.39214,-3.70722,Private room,50,90,2,0.11,1,365
176921335,Centro,Embajadores,40.41356,-3.70659,Entire home/apt,125,1,43,2.43,1,152
2711109,Centro,Cortes,40.41363,-3.69808,Entire home/apt,75,1,12,0.66,21,318
99018982,Centro,Palacio,40.40842,-3.71135,Entire home/apt,49,1,1,0.16,110,0
54310958,Centro,Justicia,40.4229,-3.69957,Entire home/apt,122,2,21,1.19,49,49
125155975,Centro,Justicia,40.42518,-3.69922,Entire home/apt,190,2,14,1.16,2,263
120664285,Salamanca,Recoletos,40.42585,-3.68328,Entire home/apt,100,3,29,1.66,6,320
176975793,Centro,Palacio,40.41851,-3.71168,Entire home/apt,120,1,42,2.37,1,166
14706285,Centro,Embajadores,40.41141,-3.70737,Entire home/apt,69,1,102,5.48,3,62
14706285,Centro,Embajadores,40.41009,-3.7074,Entire home/apt,500,1,1,0.09,3,80
123910844,Moncloa - Aravaca,Valdezarza,40.46617,-3.71181,Private room,25,1,44,2.39,1,75
106147867,Salamanca,Guindalera,40.43466,-3.67277,Entire home/apt,108,2,25,1.59,2,77
177031914,Centro,Sol,40.41519,-3.70577,Entire home/apt,80,1,10,0.8,1,261
177040272,Centro,Palacio,40.41298,-3.71183,Entire home/apt,90,1,2,0.14,1,20
91094403,Fuencarral - El Pardo,Fuentelareina,40.48182,-3.73739,Entire home/apt,80,10,1,0.06,3,239
15345068,Salamanca,Fuente del Berro,40.42835,-3.66523,Private room,20,1,2,0.11,2,0
128990132,Centro,Sol,40.41576,-3.70579,Entire home/apt,140,1,0,0.0,11,65
128990132,Centro,Sol,40.41544,-3.70718,Entire home/apt,140,1,0,0.0,11,47
109127284,Tetuán,Cuatro Caminos,40.45332,-3.69385,Entire home/apt,100,15,1,0.08,2,17
50262565,Centro,Justicia,40.42698,-3.69665,Private room,35,1,71,3.82,10,77
5144517,Chamartín,El Viso,40.44625,-3.68925,Entire home/apt,300,3,19,1.04,8,166
174381789,Ciudad Lineal,Colina,40.46064,-3.66071,Entire home/apt,132,2,28,1.51,15,160
134501118,Arganzuela,Acacias,40.40392,-3.70691,Private room,45,5,1,0.06,1,0
99233843,Arganzuela,Acacias,40.40362,-3.70425,Private room,38,3,56,3.02,3,34
53327354,Puente de Vallecas,San Diego,40.38268,-3.66732,Private room,36,2,37,1.99,2,273
3479484,Chamartín,Prosperidad,40.44264,-3.67016,Entire home/apt,50,4,4,0.22,1,0
80473977,Salamanca,Castellana,40.43702,-3.68091,Entire home/apt,65,2,52,2.84,14,55
5537924,Centro,Palacio,40.40815,-3.71196,Entire home/apt,90,2,31,1.67,8,17
177219094,Salamanca,Fuente del Berro,40.42788,-3.66225,Private room,28,2,3,0.18,1,0
177223949,Centro,Palacio,40.41487,-3.71333,Entire home/apt,60,1,0,0.0,1,261
77213873,Centro,Palacio,40.4092,-3.71078,Entire home/apt,170,2,92,5.0,3,280
143860194,Arganzuela,Palos de Moguer,40.40313,-3.69526,Entire home/apt,52,1,149,8.29,7,246
143860194,Arganzuela,Palos de Moguer,40.40266,-3.6953,Entire home/apt,52,1,121,6.61,7,339
5615555,Carabanchel,Comillas,40.39555,-3.71063,Entire home/apt,60,1,5,0.29,1,0
143860194,Arganzuela,Palos de Moguer,40.40338,-3.69325,Entire home/apt,53,1,123,6.68,7,195
12030420,Moncloa - Aravaca,Ciudad Universitaria,40.46979,-3.72742,Entire home/apt,49,1,9,0.5,36,166
12030420,Centro,Embajadores,40.41393,-3.70418,Entire home/apt,49,1,12,0.67,36,147
12030420,Moncloa - Aravaca,Aravaca,40.45956,-3.7819,Entire home/apt,49,1,16,1.05,36,240
12030420,Centro,Embajadores,40.4126,-3.70496,Entire home/apt,49,1,11,0.76,36,92
12030420,Centro,Universidad,40.42741,-3.70525,Entire home/apt,49,1,24,1.34,36,225
107141654,Centro,Justicia,40.42075,-3.69934,Entire home/apt,100,1,93,5.02,66,110
54310958,Centro,Justicia,40.42569,-3.70086,Entire home/apt,114,2,25,1.36,49,72
177353583,Carabanchel,Buenavista,40.36249,-3.76047,Private room,10,1,0,0.0,1,0
2711109,Centro,Sol,40.41963,-3.70075,Entire home/apt,140,1,0,0.0,21,0
152611267,Centro,Justicia,40.42403,-3.69926,Entire home/apt,80,3,48,3.18,2,128
157742594,Centro,Justicia,40.42345,-3.69734,Entire home/apt,160,2,74,4.14,1,219
163535240,Ciudad Lineal,Pueblo Nuevo,40.43031,-3.63375,Private room,21,1,37,1.99,2,356
144970795,San Blas - Canillejas,Simancas,40.44109,-3.61759,Entire home/apt,50,1,0,0.0,1,0
69566471,Chamberí,Arapiles,40.43813,-3.7095,Entire home/apt,275,13,0,0.0,25,365
130100816,Salamanca,Goya,40.42765,-3.6747,Entire home/apt,150,1,12,0.65,44,145
177473528,Centro,Embajadores,40.41271,-3.70228,Entire home/apt,100,2,9,0.5,1,0
113864545,Centro,Justicia,40.42248,-3.69814,Entire home/apt,80,3,11,0.64,11,320
112373304,Centro,Universidad,40.42563,-3.71065,Entire home/apt,99,1,6,0.33,47,305
173380099,Barajas,Timón,40.47199,-3.58213,Private room,40,1,178,9.82,2,150
177513370,Arganzuela,Palos de Moguer,40.40325,-3.69155,Private room,25,3,43,2.37,6,262
174381789,Retiro,Pacífico,40.40481,-3.68238,Entire home/apt,158,2,19,1.03,15,161
17643023,Centro,Embajadores,40.41048,-3.70877,Private room,20,3,3,0.16,1,0
2419618,Centro,Palacio,40.42093,-3.71204,Private room,42,1,3,0.26,10,359
177542171,Centro,Universidad,40.42868,-3.70568,Private room,41,1,20,1.27,1,346
177561604,Arganzuela,Chopera,40.39708,-3.69834,Private room,30,1,17,0.95,2,168
9846097,Carabanchel,Vista Alegre,40.38946,-3.74246,Entire home/apt,55,5,4,0.24,19,270
12398785,Centro,Embajadores,40.40834,-3.70964,Entire home/apt,66,3,48,2.7,1,96
177620871,Ciudad Lineal,San Pascual,40.44356,-3.65011,Entire home/apt,120,2,2,0.32,1,25
69319295,Centro,Embajadores,40.41039,-3.70294,Entire home/apt,65,2,36,2.09,1,76
30069794,Centro,Cortes,40.41404,-3.6982,Private room,60,3,1,0.06,2,362
66463499,Carabanchel,Opañel,40.39436,-3.72183,Entire home/apt,75,2,94,5.45,1,52
120664285,Salamanca,Castellana,40.43699,-3.68379,Entire home/apt,92,3,16,0.94,6,315
32619004,Centro,Universidad,40.42271,-3.70177,Private room,45,2,0,0.0,1,0
66691960,Centro,Embajadores,40.41094,-3.7057,Entire home/apt,110,2,64,3.49,6,253
66691960,Centro,Embajadores,40.41197,-3.70545,Private room,70,1,0,0.0,6,0
66691960,Centro,Embajadores,40.41155,-3.70575,Private room,60,1,0,0.0,6,87
177883300,Villa de Vallecas,Casco Histórico de Vallecas,40.37358,-3.62081,Private room,20,1,0,0.0,1,7
157660074,Centro,Embajadores,40.41337,-3.70288,Entire home/apt,53,1,114,6.14,2,138
176500305,Moncloa - Aravaca,Argüelles,40.42682,-3.71443,Private room,75,1,0,0.0,1,211
132093506,Centro,Embajadores,40.41106,-3.70801,Entire home/apt,55,1,14,0.78,1,81
1650712,Moncloa - Aravaca,Argüelles,40.42145,-3.7145,Entire home/apt,170,2,2,0.12,26,336
5059659,Centro,Embajadores,40.41263,-3.7008,Entire home/apt,84,1,12,0.67,1,18
40682110,Puente de Vallecas,Entrevías,40.37717,-3.66445,Private room,35,4,0,0.0,1,0
1650712,Centro,Universidad,40.42171,-3.70231,Entire home/apt,104,2,7,0.42,26,309
2472427,Chamberí,Trafalgar,40.42843,-3.69754,Entire home/apt,70,5,1,0.06,1,0
10026212,Centro,Universidad,40.4211,-3.70685,Entire home/apt,160,1,39,2.19,20,172
2581962,Centro,Universidad,40.42636,-3.70944,Entire home/apt,60,2,79,4.26,1,110
11237958,Chamartín,Castilla,40.47339,-3.68683,Private room,125,3,7,0.38,1,168
38830273,Latina,Aluche,40.39149,-3.74312,Private room,18,2,5,0.27,1,0
42509108,Arganzuela,Imperial,40.4138,-3.71859,Entire home/apt,60,1,12,0.67,4,79
176076144,Retiro,Ibiza,40.4174,-3.67064,Private room,23,1,3,0.16,3,0
84213235,Carabanchel,Opañel,40.3924,-3.72484,Private room,30,7,0,0.0,19,358
178181256,Centro,Sol,40.41683,-3.70401,Entire home/apt,75,4,46,2.5,2,76
178182399,Centro,Universidad,40.42481,-3.7034,Entire home/apt,45,1,35,1.92,1,337
135581846,Puente de Vallecas,Numancia,40.39397,-3.65977,Entire home/apt,45,2,49,2.74,2,260
56600530,Centro,Palacio,40.41196,-3.71291,Entire home/apt,120,1,49,2.67,3,204
173380099,Barajas,Timón,40.47144,-3.58208,Private room,42,1,57,3.17,2,157
100336740,Centro,Embajadores,40.40873,-3.6999,Entire home/apt,83,1,4,0.24,42,6
8211527,Centro,Universidad,40.42491,-3.71089,Entire home/apt,135,2,22,1.21,1,27
99018982,Centro,Cortes,40.41159,-3.69477,Entire home/apt,90,2,1,0.06,110,363
174381789,Retiro,Pacífico,40.40244,-3.67509,Entire home/apt,83,2,20,1.09,15,158
7818579,Arganzuela,Imperial,40.41135,-3.72158,Entire home/apt,62,3,19,1.04,1,7
9757922,Centro,Universidad,40.42294,-3.70707,Entire home/apt,76,2,103,5.74,6,302
38352975,Centro,Palacio,40.41723,-3.70909,Entire home/apt,86,4,22,1.23,14,1
103811864,Carabanchel,Buenavista,40.3724,-3.72632,Private room,33,2,28,1.63,1,58
176710129,Centro,Palacio,40.42072,-3.70889,Entire home/apt,60,3,66,3.69,1,39
69750434,Centro,Embajadores,40.40893,-3.69868,Entire home/apt,70,3,5,0.28,1,0
178439826,Centro,Universidad,40.42414,-3.70669,Entire home/apt,120,3,48,3.05,1,69
107332075,Carabanchel,San Isidro,40.39851,-3.72156,Entire home/apt,75,1,12,0.67,5,347
178439644,Retiro,Pacífico,40.40561,-3.67972,Entire home/apt,65,3,10,0.6,1,69
99433331,Carabanchel,San Isidro,40.40533,-3.72484,Private room,80,2,2,0.11,2,322
161310824,Chamartín,El Viso,40.4421,-3.68062,Private room,600,1,0,0.0,2,0
44609768,Arganzuela,Delicias,40.39906,-3.6945,Entire home/apt,78,3,67,3.66,9,141
24239436,Centro,Cortes,40.41252,-3.69691,Private room,21,2,13,0.71,4,3
176743560,Ciudad Lineal,San Pascual,40.44128,-3.65705,Private room,23,1,34,1.86,2,0
99018982,Chamberí,Arapiles,40.43326,-3.71077,Entire home/apt,76,1,2,0.12,110,0
59187172,Chamberí,Rios Rosas,40.44135,-3.69647,Entire home/apt,80,1,116,6.41,6,205
178588886,Centro,Palacio,40.4148,-3.71198,Entire home/apt,288,3,28,1.62,1,314
40877988,Centro,Palacio,40.41008,-3.70962,Entire home/apt,95,2,74,4.08,56,194
99018982,Centro,Embajadores,40.4102,-3.69998,Entire home/apt,50,1,0,0.0,110,0
6039674,Retiro,Niño Jesús,40.40744,-3.6766,Entire home/apt,57,6,27,1.55,2,293
31318666,Chamberí,Gaztambide,40.4368,-3.71295,Private room,18,7,1,0.06,1,0
157229941,Centro,Palacio,40.4218,-3.70845,Entire home/apt,130,2,35,1.94,21,317
100336740,Arganzuela,Imperial,40.41381,-3.71786,Entire home/apt,155,1,0,0.0,42,133
54310958,Centro,Embajadores,40.41057,-3.70065,Entire home/apt,128,2,17,0.99,49,79
178651829,Tetuán,Berruguete,40.46014,-3.70152,Private room,490,1,2,0.12,1,86
138968840,Centro,Embajadores,40.4063,-3.70743,Entire home/apt,53,2,74,4.14,2,124
38765097,Tetuán,Berruguete,40.46347,-3.70623,Private room,23,3,47,2.66,16,292
2541550,Centro,Universidad,40.42517,-3.70906,Entire home/apt,53,1,6,0.41,10,0
43846218,Retiro,Niño Jesús,40.41622,-3.67192,Private room,38,2,42,2.32,3,352
128990132,Centro,Sol,40.4186,-3.70351,Entire home/apt,145,1,8,0.45,11,96
164713866,Centro,Palacio,40.41417,-3.70998,Entire home/apt,99,2,115,6.35,6,105
71164324,Chamberí,Gaztambide,40.43237,-3.71534,Private room,70,1,3,0.16,1,362
178858929,Centro,Universidad,40.42418,-3.7023,Entire home/apt,80,2,61,3.41,2,149
26205011,Centro,Sol,40.41875,-3.70459,Entire home/apt,160,3,8,0.62,11,7
4815394,Centro,Embajadores,40.40938,-3.69942,Entire home/apt,55,75,37,2.07,2,0
128147665,Centro,Universidad,40.42133,-3.70613,Entire home/apt,78,3,4,0.26,7,123
179017935,Latina,Puerta del Angel,40.40552,-3.7352,Entire home/apt,50,1,1,0.05,1,0
2560501,Puente de Vallecas,San Diego,40.39697,-3.66721,Entire home/apt,36,3,0,0.0,1,0
2509252,Salamanca,Recoletos,40.42836,-3.68565,Entire home/apt,65,1,16,0.94,8,338
54387648,San Blas - Canillejas,Simancas,40.43198,-3.62467,Entire home/apt,80,2,21,1.22,3,139
179140493,Arganzuela,Acacias,40.40484,-3.70485,Entire home/apt,75,1,4,0.27,2,0
61502433,Hortaleza,Valdefuentes,40.48837,-3.67172,Entire home/apt,73,2,48,3.33,1,350
31307039,Tetuán,Bellas Vistas,40.45587,-3.70472,Entire home/apt,50,7,5,0.46,1,156
149257574,Chamartín,Prosperidad,40.4439,-3.67143,Entire home/apt,80,1,1,0.39,12,40
24999099,Centro,Palacio,40.41302,-3.71098,Entire home/apt,65,2,50,2.8,1,80
179181919,Centro,Embajadores,40.41207,-3.70056,Entire home/apt,69,2,41,2.25,2,135
168196542,Centro,Palacio,40.40925,-3.71036,Entire home/apt,75,3,3,0.21,1,79
20076123,Centro,Sol,40.41696,-3.70254,Entire home/apt,80,3,46,2.57,3,325
28882192,Centro,Embajadores,40.41057,-3.70423,Private room,35,4,16,0.9,1,17
179294708,Fuencarral - El Pardo,La Paz,40.4873,-3.70229,Private room,900,1,1,0.73,2,336
176767118,Centro,Universidad,40.42267,-3.702,Entire home/apt,70,1,1,0.14,1,94
176788744,Centro,Palacio,40.41222,-3.71003,Entire home/apt,90,3,70,3.95,1,0
179294708,Fuencarral - El Pardo,La Paz,40.48576,-3.70414,Private room,900,1,2,0.59,2,336
5012713,Centro,Embajadores,40.41245,-3.70055,Entire home/apt,200,60,7,0.39,8,365
28786243,Centro,Embajadores,40.40829,-3.70552,Entire home/apt,123,1,35,1.94,58,75
